Timestamp,URL,Status Code,Risk Score,Risk Level
2026-06-06 15:09:15,https://google.com,200,4,High
2026-06-06 15:09:40,https://chatgpt.com,200,3,High
2026-06-06 15:10:12,https://weather.com,200,1,Medium
2026-06-06 15:15:37,https://oracle.com,403,2,Medium
2026-06-09 19:00:34,https://example.com,200,5,High
